,Label,Text
131,1,Broadway shuts its doors to prevent coronavirus spread
132,1,MLB delays opening day by at least 2 weeks because of coronavirus
133,1,NY fed to buy a range of treasurys to try to ease coronavirus jitters
134,1,US capitol closing to public until April amid coronavirus outbreak
135,1,NBA suspends season until further notice over coronavirus
136,0,Holding your breath is a ‘simple self-check’ for coronavirus
137,1,WHO declares that coronavirus crisis is now a pandemic
138,0,Drinking boiled water will prevent coronavirus
139,0,"In the midst of the novel coronavirus outbreak, some influencers are claiming that taking mega-doses of vitamin C can cure COVID-19"
140,0,"Eating oranges, broccoli and potatoes as much as possible can cure COVID-19"
141,1,Stocks plummet amid coronavirus fears and oil-price crash
142,0,Contaminated Money can spread the new coronavirus
143,1,President Donald Trump signed an $8.3 billion measure to help tackle the coronavirus outbreak that has killed 12 people in the U.S. and infected more than 200
144,0,Drinking vodka can bfight the coronavirus
145,0,"Pet cats and dogs cannot pass the new coronavirus on to humans, but they can test positive for low levels of the pathogen if they catch it from their owners"
146,1,"With deaths spiking in Iran and Italy and infections spreading quickly through Europe, the Mideast and the Americas, countries were considering new drastic measures to curb the new coronavirus"
147,0,Warm weather will kill coronavirus
148,1,"Schools across the United States are canceling trips abroad, preparing online lessons and even rethinking “perfect attendance” awards as they brace for the possibility that the new coronavirus could begin spreading in their communities"
149,0,Officials are warning that popping bubble wrap from China could expose one to coronavirus
150,1,"Biden claimed that the World Health Organization “offered the [coronavirus] testing kits that they have available” to the U.S., but “we refused them.” Trump claimed it ""was a bad test."" Both are wrong"
151,0,There Is A National Lockdown And The Entire Country Will Be Quarantined For Two Weeks
152,0,FEMA Has Deployed Military Assets
153,0,I Need To Stockpile As Many Groceries And Supplies As I Can
154,0,"I Heard That The U.S. Government Is Sending $1,000 Checks"
155,0,Only Those Over 60 Years Of Age And Those With Existing Health Problems Are At Risk From The Coronavirus
156,0,President Trump is going to announce a mandatory two-week quarantine for the whole country is going viral
157,0,"The administration has barred people from high-risk countries from traveling to the United States. The director of the National Institute of Allergy and Infectious Diseases, Dr. Anthony S. Fauci, also told Americans to “hunker down.”"
158,1,"The Trump administration has proposed a plan to provide direct payments to some U.S. citizens, beginning April 6, to blunt the economic impact of the coronavirus"
159,1,The Trump administration recently announced plans for a $1 trillion emergency stimulus package to alleviate economic strain caused by the coronavirus pandemic
160,0,"The U.S. government is sending out hundreds of dollars per week to each U.S. citizen “starting from” either March 16 or March 17, depending on the post"
161,0,"All US Citizens are Entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel Coronavirus, starting from March 17, 2020,” states one post, which has garnered more than 5,000 shares. “The Government grant pay is accessible to all no matter employment status"
162,0,The government — or specific states such as Michigan or Florida — has mandated that employers and schools close for two weeks in response to the coronavirus
163,0,"The U.S. government have announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of the COVID-19 coronavirus starting from March 6, 2020.3.23"
164,0,All schools are to close for 2 weeks also from March 6th … Offices will resume after 2 weeks of the mandatory closure. A list of all schools and businesses in your area is shown on the list
165,0,Chloroquine can cure coronavirus
166,0,Remdesivir has been approved for consumer use
167,1,"Remdesivir has only been approved for a clinical trial, not for consumer use"
168,0,"Nancy Pelosi wouldn’t release 8.5 billion for Coronavirus without abortion funding, so Trump went around her to declare a National Emergency and got 50 billion"
169,1,"“8.5 billion” refers to a different bill — the Coronavirus Preparedness and Response Supplemental Appropriations Act — that the Democrat-controlled House passed on March 4. It provides $8.3 billion for federal agencies to respond to the outbreak (which was more than the $2.5 billion originally requested by the White House). The Republican-led Senate approved the measure the next day, and President Donald Trump signed it into law on March 6, days before the post appeared on Facebook"
170,0,As the White House and Congress work on a massive stimulus package to address the novel coronavirus pandemic — which could result in payments to individual taxpayers — social media users suggests such aid could be withheld from critics of President Donald Trump
171,0,"Donald Trump:Yes, I ordered the Treasury Secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldn’t think of offending you with a check if I’m not your president! #MAGA"
172,1,"In some cases people have been found to be infected, but clear of any symptoms"
173,1,Asymptomatic people can transmit the coronavirus to others
174,1,"It is possible to contract the coronavirus by touching a contaminated surface and then touching your mouth, nose or even eyes"
175,1,"The CDC advises people to wash their hands frequently, with soap and water for a minimum of 20 seconds, avoid touching their faces with unwashed hands, avoid close contact with sick individuals, and avoid social interactions generally to prevent community spread"
176,0,"“People are dying who have never died before.” – Donald J. Trump, March 18, 2020"
177,0,"Viral posts on social media claim COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump"
178,0,A viral image of a whiteboard sign claiming to have been “Posted at a Doctors office today” purportedly lists disease outbreaks that occurred in “every election year” since 2004. The image says the new coronavirus is “being hyped as The Black Plague.” One Facebook post that shared the photo includes a comment that the new coronavirus “is hyped to make Trump look bad.”
179,0,Every election year has a disease: SARS-2004 Avian-2008 Swine-2010 MERS-2012 Ebola-2014 Zika-2016 Ebola-2018 Corona-2020
180,0,The novel coronavirus has a contagion factor of 2
181,0,"The “cure rate” for people under 50 infected with COVID-19 is 99.7%, which would equate to a death rate of 0.3%"
182,0,The spread of COVID-19 is leveling off
183,0,COVID-19 is definitely not leveling off in the U.S
184,0,President Donald Trump and other officials misleadingly suggested that tech behemoth Google was working on a screening website that large numbers of Americans could soon use to see if they should be tested for the new coronavirus
185,0,"Google is helping to develop a website. It’s going to be very quickly done, unlike websites of the past, to determine whether a test is warranted and to facilitate testing at a nearby convenient location. We have many, many locations behind us, by the way. We cover the — this country in large part. So the world, by the way — we’re not going to be talking about the world right now. But we cover very, very strongly our country. Stores in virtually every location. Google has 1,700 engineers working on this right now. They’ve made tremendous progress. Our overriding goal is to stop the spread of the virus and to help all Americans who have been impacted by this"
186,1,There is currently no specific medicine recommended to prevent or treat the new coronavirus
187,0,"Before it reaches the lungs, the coronavirus remains in the throat for four days and that drinking a lot of water and gargling with warm water & salt or vinegar eliminates the virus"
188,0,Drinking a lot of water will eliminate the coronavirus
189,1,"While saline water or water with vinegar is sometimes used to help soothe a sore throat, but it doesn’t kill the virus"
190,0,President Donald Trump will impose a nationwide mandatory quarantine
191,0,"Americans are to stock up on two weeks of supplies, and a mandatory nationwide quarantine will soon be implemented in response to the COVID-19 pandemic"
192,0,Within 48 to 72 Hours… The president will order a two week mandatory quarantine for the nation. Stock up on whatever you guys need to make sure you have a two week supply of everything. Please forward to your network
193,0,The coronavirus is not so harmful. It was the least deadly and most-hyped by the media
194,0,"“A friend just alerted me that her friend who works in the emergency management team at the NYPD plans to put containment actions in place this weekend,” it reads. “It will look like the metro north shutting down, limited subway service, and only emergency vehicles on the road.”"
195,0,"California is going to be quarantined. “State borders are closing because of the number of cases in CA,” it reads. “Businesses will close and we will only be able to move about for certain things not sure what.”"
196,0,"""From a friend at the Stanford hospital board. This is their feedback on Corona virus: The new Coronavirus may not show sign of infection for many days. How can one know if he/she is infected? By the time they have fever and/or cough and go to the hospital, the lung is usually 50% Fibrosis and it's too late...Taiwan experts provide a simple self-check that we can do every morning. Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stiffness or tightness, etc., it proves there is no Fibrosis in the lungs, basically indicates no infection. In critical time, please self-check every morning in an environment with clean air"
197,0,"Serious excellent advice by Japanese doctors treating COVID-19 cases: Everyone should ensure your mouth & throat are moist, never dry. Take a few sips of water every 15 minutes at least. Why? Even if the virus gets into your mouth, drinking water or other liquids will wash them down through your throat and into the stomach. Once there, your stomach acid will kill all the virus. If you don’t drink enough water more regularly, the virus can enter your windpipe and into the lungs. That's very dangerous. Please send and share this with family and friends. Take care everyone and may the world recover from this Coronavirus soon. Please forward to your kids and friends"
198,0,"If you have a runny nose and sputum, you have a common cold. Coronavirus pneumonia is a dry cough with no runny nose"
199,0,This new virus is not heat-resistant and will be killed by a temperature of just 26/27 degrees. It hates the Sun
200,0,"If someone sneezes with it, it takes about 10 feet before it drops to the ground and is no longer airborne"
201,0,If it drops on a metal surface it will live for at least 12 hours - so if you come into contact with any metal surface - wash your hands as soon as you can with a bacterial soap
202,0,On fabric it can survive for 6-12 hours. normal laundry detergent will kill coronavirus
203,0,Drinking warm water is effective for all viruses. Try not to drink liquids with ice
204,0,"Wash your hands frequently as the virus can only live on your hands for 5-10 minutes, but - a lot can happen during that time - you can rub your eyes, pick your nose unwittingly and so on"
205,0,You should also gargle as a prevention. A simple solution of salt in warm water will suffice
206,0,"THE SYMPTOMS 1. It will first infect the throat, so you'll have a sore throat lasting 3/4 days 2. The virus then blends into a nasal fluid that enters the trachea and then the lungs, causing pneumonia. This takes about 5/6 days further. 3. With the pneumonia comes high fever and difficulty in breathing"
207,0,The nasal congestion is not like the normal kind. You feel like you're drowning. It's imperative you then seek immediate attention
208,0,"Serious excellent advice by Japanese doctors treating COVID-19 cases: Everyone should ensure your mouth & throat are moist, never dry. Take a few sips of water every 15 minutes at least. Why? Even if the virus gets into your mouth, drinking water or other liquids will wash them down through your throat and into the stomach. Once there, your stomach acid will kill all the virus. If you don't drink enough water more regularly, the virus can enter your windpipe and into the lungs. That's very dangerous. Please send and share this with family and friends. Take care everyone and may the world recover from this Coronavirus soon"
209,0,"The new Coronavirus may not show sign of infection for many days. How can one know if he/she is infected? By the time they have fever and/or cough and go to the hospital, the lung is usually 50% Fibrosis and it's too late (Fibrosis is not reversible). Taiwan experts provide a simple self-check that we can do every morning. Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stiffness or tightness, etc., it proves there is no Fibrosis in the lungs, basically indicates no infection. In critical times, please self-check every morning in an environment with clean air"
210,1,"While staying hydrated by drinking water is important for overall health, it does not prevent coronavirus infection"
211,0,The Trump administration cut the Centers for Disease Control and Prevention’s anti-pandemic work in over 40 countries to just 10
212,0,"The CDC was preparing to dramatically reduce its work helping to prevent infectious-disease epidemics. Much of that work on the Global Health Security Agenda, a pact between over 60 nations that began in 2014, had been funded by a five-year, nearly $600 million supplemental package that was dwindling. That one-time funding, which Congress originally appropriated in response to the Ebola epidemic in West Africa in 2014, ran out at the end of September 2019"
213,0,"President Donald Trump said if people have symptoms of the new coronavirus infection, “doesn’t matter, go to work.”"
214,0,Trump said that sick people should go to work
215,0,Beer drinkers are shunning Corona as a result of the new coronavirus
216,0,Hand sanitizer will do nothing for the coronavirus
217,1,The U.S. Centers for Disease Control and Prevention says hand sanitizers with 60% alcohol can be used to help prevent contracting and spreading the virus
218,0,"Hand sanitizer is anti-bacterial and the coronavirus is a virus, so sanitizers will do nothing for the coronavirus"
219,1,"Alcohol-based hand-sanitizers are effective for inactivation of commonly transmitted bacteria and viruses, especially lipid-enveloped viruses like coronaviruses"
220,1,Experts recommend working the sanitizer fully over both hands until completely dry
221,0,"The Government have announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of the COVID-19 coronavirus starting from March 6, 2020. All schools are to close for 2 weeks also from March 6th. Offices will resume after 2 weeks of the mandatory closure. A list of all schools and businesses in your area is shown on the list"
222,0,"The Government has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of the COVID-19 coronavirus starting from March 6, 2020. Offices will resume after 2 weeks of the mandatory closure. Check the article for your place of work"
223,0,Schumer post the supposed tweet criticizing President Donald Trump’s decision to bar travelers from China
224,0,"The US is charging over $3,000 per test” for patients who may have COVID-19"
225,1,"The U.S. Food and Drug Administration has authorized the use of two tests, one from the Centers for Disease Control and Prevention and one from the New York State Department of Public Health. Neither agency is currently charging patients for the test"
226,1,"Jennifer Kates, the director of global health and HIV policy at the Kaiser Family Foundation, said in a phone interview, “there could be other costs incurred.” Visits to the doctor’s office and the emergency room can cost patients money, she said, noting that some high-deductible insurance plans could effectively charge patients who go to the ER $1,000 or more"
227,0,"The novel coronavirus isn’t actually new, alleging it is proof of “how much the media controls people.”"
228,0,"Just in case you are wondering how much the media controls people, America has been vaccinating cattle for coronavirus for years,” the posts read, “yet the news tells you it’s new and gunna kill you all so go buy mask…"
229,0,The vaccine used to protect cattle from the bovine coronavirus would be effective in vaccinating against the novel coronavirus
230,0,Federal agents arrested Harvard professor Charles Lieber for creating the coronavirus
231,0,Charles Lieber and two Chinese students get arrested for creating the coronavirus
232,0,"In case you missed it, yesterday, Federal Agents arrested Dr. Charles Lieber, chair of Harvard University’s Department of Chemistry and Chemical Biology, with lying to the Department of Defense about secret monthly payments of $50,000.00 paid by China and receipt of millions more to help set up a chemical/biological “Research” laboratory in China. Also arrested were two Chinese “Students” working as research assistants, one of whom was actually a lieutenant in the Chinese Army, the other captured at Logan Airport as he tried to catch a flight to China – smuggling 21 vials of “Sensitive Biological Samples” according to the FBI. Oh, almost forgot. The research lab the good professor had helped set up? It’s located at the Wuhan University of Technology. Wuhan China is ground zero to the potentially global pandemic known as the “Coronavirus”which is both spreading rapidly and killing people"
233,0,"The new coronavirus would “go away” in April, as temperatures warm"
234,0,"If the new coronavirus is similar to influenza and some other viruses, it could dissipate once temperatures rise and humidity increases"
235,0,Vitamin C can stop the new coronavirus
236,0,Consuming garlic will treat the coronavirus
237,0,"The coronavirus pandemic can be dramatically slowed, or stopped completely, with the immediate widespread use of high doses of vitamin C"
238,0,Eating boiled garlic can cure the new coronavirus
239,0,Drinking chlorine dioxide can cure the new coronavirus
240,0,Drinking an industrial bleach can cure the coronavirus
241,0,"Good news, Wuhan’s corona virus can be cured by one bowl of freshly boiled garlic water. Old Chinese doctor has proven it’s efficacy. Many patients has also proven this to be effective. Eight (8) cloves of chopped garlics add seven (7)cups of water and bring to boil., Eat and drink the boiled garlic water, overnight improvement and healing. Glad to share this"
242,0,The new coronavirus contains HIV insertions and shows signs of being created in a lab. So it was bioengineered
243,0,"The coronavirus was man-made, rather than the natural result of people coming into contact with wild animals"
244,0,"The new coronavirus, also known as 2019 novel coronavirus, or 2019-nCoV, and HIV, largely based on an unpublished manuscript by scientists in India"
245,0,"Very short insertions in the coronavirus protein sequence had an uncanny similarity to HIV, so we can conclude they derive from HIV"
246,0,The coronavirus has been genetically engineered for the purposes of a weapon
247,0,The new virus could have leaked from a Chinese lab working on a vaccine
248,0,Ask yourself why they have been treating with HIV drugs from the start. The virus even responds to treatment by HIV medications. It must derive from HIV
249,0,Chinese scientists were removed from a Canadian lab for shipping pathogens to Wuhan
250,0,Lysol and Clorox were aware of the coronavirus before it emerged
251,1,"People can be found to be infected, but clear of any symptoms"
252,0,The coronavirus was created by a Chinese spy team
253,0,The virus has been patented and a vaccine is already available
254,0,Comedian Sam Hyde was responsible for the spread of the new coronavirus
255,0,Authorities have identified that the international chemical-warfare terrorist Samuel Whitcomb Hyde is behind the deadly China coronavirus
256,0,"There are “thousands” or “10,000” dead as a result of the Wuhan coronavirus. As of early Jan. 27, the estimated death toll is 81 — all of them in China"
